age,income,credit_score,debt_ratio,employment_years,Default_Status
39,33383.047638763805,721.799116864213,0.3199951535776455,6,Default
51,150693.1972651609,664.2113457449594,0.03652805842673588,12,No Default
40,128609.18633573042,766.6947130372763,0.12556259301928602,17,No Default
35,73847.46524727887,846.3210741912485,0.5141427800295889,7,No Default
34,87196.809980366,678.1809747735939,0.3304190704264439,6,No Default
57,19258.508427620036,674.9778171607094,0.20400210465153218,3,No Default
45,76209.318020116,573.1749979990054,0.19118081472055687,11,No Default
44,117566.54264104,455.44234074466317,0.7244622741968433,15,Default
28,82587.31509975313,473.2341924647167,0.8218121334903795,0,Default
54,66414.74064764888,478.6957229569674,0.2215058724710585,8,Default
59,89196.50728758339,653.4688638939148,0.2925207592482446,13,No Default
45,26317.728021728988,545.4348157969723,0.4977126376382995,0,Default
61,86447.47730967388,807.0015191050479,0.19088003087346173,7,No Default
50,182503.19242954568,735.9031857913668,0.31832388157577735,11,No Default
39,39684.77932500812,687.6898555943674,-0.023658664010769572,16,No Default
47,119170.03595776731,765.2870993224753,0.4988816612531986,13,No Default
48,121684.8729065818,623.7442584359287,0.18601146036434227,14,No Default
45,103419.12577609441,488.6569823136172,0.925898995038521,0,Default
40,22574.420056161518,660.216752056123,0.44126156721412346,0,Default
68,38375.22297184212,850.28194379253,0.29062205883519693,10,No Default
56,34137.73285985764,728.5232189370032,0.05298722844681963,9,No Default
29,58671.51381278786,620.0356927679775,0.3604649985353243,3,Default
42,128930.7447208756,709.1128174560365,0.34438168988288465,8,No Default
46,60179.57519322501,582.8616442068537,0.6908907770273179,2,Default
38,122523.27959551295,494.2585380855216,0.5335953888020493,0,Default
26,91301.69739676415,852.1805827553757,0.20931611911731454,17,No Default
39,127355.59186795607,739.6802407902892,-0.008133358037202297,7,No Default
50,54668.485856077576,694.2220569313592,0.14735583756914933,13,No Default
35,68953.27921491285,697.4816122355726,0.30626441632458073,10,No Default
49,41786.54190153806,770.9062934040036,0.3875184267588851,12,No Default
75,21846.046938105836,589.6483280848831,0.5491854778827671,4,Default
20,62009.331683579985,570.2388500202484,0.8787267426693854,6,Default
42,43117.65280538234,734.9839681770251,0.0644270616044604,12,No Default
27,67833.53632889388,473.0294542529901,0.5826551901117746,16,Default
38,42184.82281908492,649.4464010524304,0.5123840324070463,10,No Default
20,24213.8618574891,571.4156218710291,0.6897867818580995,5,Default
32,49341.636802235545,807.151083542759,0.1189607467782946,11,No Default
26,78443.07579482994,651.1038410793911,0.5082250279036844,19,Default
23,44171.95693309124,566.8591628904011,0.8576668244506176,1,Default
70,36616.517577376406,495.3180170516751,0.38703034803485387,16,Default
34,40773.157515557075,633.5889650775243,0.6493518444540899,16,Default
59,54514.370073899605,786.8442280745015,0.04279921817073958,17,No Default
62,120370.05942853533,708.9847412333108,0.38398463495087104,10,No Default
66,25831.386193157123,638.8583000066724,0.36401695925126326,15,No Default
20,48646.179994383405,547.1537835793212,0.40969361136328275,1,Default
46,141282.26097348498,685.1299947035639,0.07062002085099234,16,No Default
63,91217.3264165879,744.3772904042698,0.19467368799471585,11,No Default
37,50629.307315042606,790.1331538959308,0.27634243400300623,0,No Default
42,50521.284429706175,625.6310761104642,0.41458247982338703,17,No Default
38,23971.662705602736,528.3928041630229,0.7337741711400154,0,Default
25,109516.20670606242,728.1905796810127,0.23902548411615598,11,No Default
45,24795.490182091507,624.150605174653,0.5298714258091816,14,Default
36,66280.31488178298,763.9758809408279,0.18748833675954885,20,No Default
61,100548.35207145354,700.7609151068443,0.12803548939310896,7,No Default
28,96966.97606443224,721.4613005056664,0.5011369702360364,8,No Default
20,48742.8949682226,739.4769125342549,-0.012452174775603737,9,No Default
65,47136.885831559805,746.4150253037411,0.2067066389323029,4,No Default
31,112753.22794034309,649.4295505279354,0.3362629973637628,10,No Default
57,59574.325269521774,608.3093378054832,0.28549344767590834,21,No Default
50,51789.13734332625,514.4217370712249,0.6167227380068911,0,Default
41,62917.49530891818,828.8911066850749,0.258551113893108,10,No Default
37,67804.4572563327,586.769170360655,0.416465244002653,17,No Default
40,55095.83581000383,771.9742339010638,0.30048398893908335,11,No Default
22,59823.46742195291,785.704278086891,0.04985869792761694,4,No Default
20,21337.473968569535,619.5627321749779,0.2335457157187864,10,Default
49,19077.722371443062,345.7916988665999,0.7920350562229148,0,Default
20,22843.364980614333,802.9149792223552,0.25035183641400827,15,Default
52,79626.85691683929,681.0701271598018,0.14701334668339305,6,No Default
22,114703.2752381554,737.4410378824136,0.3377532055891989,13,No Default
37,107097.96767062528,669.568369470878,0.30192461340728877,17,No Default
24,94662.64791022525,711.7461014200294,0.18904336734736504,17,No Default
38,72198.4588944743,811.3764148043988,0.3694411117320225,11,No Default
44,52715.54606223895,628.2038789097346,0.17065262973942327,13,No Default
46,91165.57433234037,731.1317841999922,0.3933095911498153,2,No Default
20,38185.97947823006,448.84607641988305,0.7634097950970199,1,Default
54,38785.21851218041,767.555522238316,0.12102303149784706,19,No Default
38,50158.26042266127,777.9803404999627,0.09600462854590769,15,No Default
38,98685.21345277774,710.6754896330805,-0.002862040448899474,14,No Default
30,77624.34368661583,753.8054776638409,0.34232865047605354,7,No Default
36,105129.24014299353,608.3458158767238,0.07779854783728805,12,No Default
45,69706.16500430109,762.974718687074,0.25325302527905996,7,No Default
54,66310.49512778822,468.75340192668904,0.5467081808055037,9,Default
24,17353.662951091515,723.7291051730815,0.44914307328030745,3,Default
34,57804.99204273428,797.8384273720505,0.32194695979551213,14,No Default
27,78419.77711952475,701.7204559322068,0.31081005809108087,12,No Default
31,76461.63066395759,690.5043789983856,0.16488915268375715,0,No Default
42,48437.58127058065,717.8644602214717,0.07849736156100467,18,No Default
46,55372.30822643218,686.8382745918925,0.31666542413628146,12,Default
68,94902.26839239245,792.663955897167,0.370798278096675,22,No Default
54,93879.96058022675,649.0357807085903,0.41642019767761507,11,No Default
41,88207.76354848035,616.825404418092,0.34711660686542567,5,No Default
25,119289.49101286085,547.3615534869887,0.6906860955281809,14,Default
23,71924.37313265985,720.9363914630455,0.3306049098335647,0,No Default
45,102769.19398509852,620.0366225348987,0.23208767417843187,12,No Default
39,140888.66128312962,648.2768908906176,0.28017769848960206,16,No Default
20,19749.50605948534,474.4072509330037,0.4230869461717544,6,Default
44,45967.040039311636,676.1387390751853,0.13898537554934848,11,No Default
41,45277.78748331172,600.6248751713146,0.4314293804871426,24,Default
26,46922.05176709063,617.671395716382,0.3783577893571368,0,Default
62,23661.580358408195,440.4398795825459,0.23397282450233384,9,Default
29,89773.87073537167,697.0677491695347,0.05928090607466875,3,No Default
34,98178.20130220603,674.8642829395643,0.11834423705467592,9,No Default
47,115259.80493679456,742.2142757147893,-0.01568922001277217,8,No Default
35,32904.03483373279,788.4227555814869,0.2874486309141476,6,No Default
44,76625.30191792967,837.6301001701723,0.23182619445030747,13,No Default
44,118333.01228238891,738.1562895886002,0.4005757439932206,12,No Default
54,90066.08186401578,725.0225848061422,0.19224038451451442,0,No Default
25,49695.57168114308,615.859353124463,0.20846181566699085,7,No Default
39,53620.690570763625,575.3274034073281,0.6474377041262924,9,Default
37,45714.04425538999,843.2334977267469,0.3523639968755591,12,No Default
55,74335.7921487871,852.809480052816,0.4368598629588542,8,No Default
30,100201.57865802979,786.2350192243144,0.22500748797365022,0,No Default
46,23907.643601114436,520.5331660077403,0.6803244636920713,1,Default
50,60230.9084630716,749.232649222351,0.2018962816769098,14,No Default
46,84797.50596525846,742.4021270940937,0.18304193476343036,13,No Default
75,24895.058000320252,549.8550180935372,0.385435229063248,8,Default
34,73215.91231928213,672.1611205159353,0.342577787457236,12,No Default
45,110257.30714841855,792.9002093739523,0.4378014951357107,20,No Default
65,118558.26960859958,825.3978523657374,0.09158248399355522,23,No Default
42,25109.368641670837,687.8305431011908,0.44801334473781346,18,No Default
31,36182.7549748063,630.6460222615304,0.32876956094555815,19,No Default
29,56181.17982897255,557.7766992493749,0.27277337571008464,20,No Default
34,36804.75876665161,557.9294950523486,0.4639410181785544,5,Default
49,75054.33138347376,679.0293575390974,0.10237037768796861,6,No Default
21,45507.82145733845,664.3793043313742,0.03864725665671259,12,No Default
63,97929.5494533447,696.9683586603361,0.32987285223088475,12,No Default
20,64972.56424543144,546.2742792297266,0.47832030309084694,8,Default
46,45007.28453566703,620.3412188546697,0.44018285923127226,6,Default
39,40719.734471593016,802.7923931765181,0.3383344403574304,9,No Default
20,62186.15979317327,695.0943951052783,0.18248306057712863,26,No Default
41,87556.55127144635,747.3499484107748,0.2370668253482311,17,No Default
46,15487.641300588271,701.9605689572783,0.39187724059201007,7,No Default
40,86891.4831357754,735.5095936282914,0.2117499954606762,10,No Default
46,101309.94753115333,807.8131392853825,0.42254477066942053,10,No Default
27,42406.980739844075,763.2355318113464,0.48745513525314316,0,Default
51,118463.13283914374,668.2646293935929,0.057889141023546135,9,No Default
35,58967.55007020697,795.9158081524655,0.46019073966676044,13,No Default
67,59614.8395520797,797.8884911022328,0.3766623277213487,11,No Default
50,71426.09704860522,677.9960768958616,0.1236296475786029,18,No Default
31,90048.34599199906,692.5918994383592,0.39750823415344116,4,No Default
55,52843.14330370722,539.7677186358248,0.23244271253003215,0,Default
65,81672.39529713341,796.5131053658555,0.3289447207159436,11,No Default
40,91827.55688547068,656.7709454063842,0.3196053572340238,14,No Default
38,148357.14988490872,688.9321299942102,0.3377475159912481,7,No Default
65,118688.79588295109,700.1411453751887,0.1750827967150846,12,No Default
57,94446.73051716649,672.1699788957017,0.3800424644970938,10,No Default
44,54635.484682138886,768.3038890404526,0.015937263837545696,2,No Default
29,86645.77728103072,704.5398402694688,0.2127138872146395,9,No Default
58,82420.45609483983,687.1859624641604,0.3532391713218146,10,No Default
46,66621.85720698799,492.53608410707403,0.5735862202543168,3,Default
49,104800.97604259537,730.59820626593,0.1847668108873725,7,No Default
50,89721.54367186323,785.6663300205341,0.2112141358560215,4,No Default
45,98285.31975619767,768.025282793289,0.2449574865280324,9,No Default
50,160696.23891709154,633.360049508228,0.16341257830799794,3,No Default
57,31281.97567291952,624.41344693959,0.5465738521900526,4,No Default
52,46874.82609808042,710.2763058518054,0.21369766144689206,11,No Default
55,43048.58419813266,435.96608907262583,0.5969568132166103,14,Default
25,83690.69708435146,701.4798905451704,-0.022054517428010935,14,No Default
28,86518.5693341121,547.1952157184962,0.3481788425989663,0,Default
50,144423.56258737372,732.4155339267803,0.26923670007598516,11,No Default
30,11851.810585674195,610.3387764046145,0.4190741568269464,4,Default
40,22161.505514811102,499.14514433889303,0.7797728704204325,11,Default
43,54918.760529310974,589.3649917215386,0.808375247714285,0,Default
51,45164.45676358337,660.9166635918314,0.38570738607458055,9,No Default
34,18221.927156532158,754.5470938135239,0.5050096376693476,3,No Default
42,101732.78476922438,723.0106312748552,0.14775595945671113,9,No Default
33,30878.88156303911,675.3958929438195,0.2691688626373894,5,No Default
51,85799.60694986269,676.225345928376,0.6474905106156787,0,Default
56,58522.30149175725,690.3703113027879,0.2615616433830373,16,No Default
51,99052.77877660398,805.1832996626974,0.3307636431804339,7,No Default
37,101545.38393939164,716.5246745812276,0.31656107870670674,18,No Default
49,113373.0577399243,768.1596890766441,0.36504165734727273,10,No Default
59,111611.97655251213,705.5014947267222,0.3926592058470502,5,No Default
50,48113.436865569,632.2271069523595,0.567088225149531,0,Default
52,97458.74928633848,798.2649384488252,0.1446163774504298,9,No Default
51,97254.29211396263,849.6500061109257,0.16900313641296608,16,No Default
33,141500.4721723975,734.516542833784,0.3617532927278501,14,No Default
30,151840.89315141292,713.7040517121787,0.20843315332305726,12,No Default
43,64004.60487461515,814.2607627594801,0.11903670915790253,11,No Default
33,133598.1407076897,739.8390539513596,0.32477131909516666,1,No Default
55,35407.01272516304,553.834961013828,0.4429020999224775,9,Default
50,99614.16938490848,628.5016924376935,0.29787640456608744,7,No Default
35,55359.49209027775,650.7399563570597,0.04551667204671614,13,No Default
40,104409.52422078309,775.8842813423792,0.3611402248761936,11,No Default
21,130940.72683493915,766.660191404102,0.3327601865866182,19,No Default
23,25507.28045474861,576.0241970604749,0.4895674341868488,0,Default
51,160469.62578786022,600.5587452897084,0.3070316708999403,14,No Default
44,114083.33405467343,681.2997228145034,0.3017502167250086,9,No Default
26,107090.58509648881,688.9981708862618,0.21641447297525346,0,No Default
31,91119.88105204886,742.657286018647,0.3083529363125462,11,No Default
45,43881.209478002056,779.3450366249988,0.3679381040469205,12,No Default
30,81313.54109257791,598.7037690625159,0.2342038251015892,10,No Default
62,97076.57638286911,739.2197997370783,0.2605576974438838,18,No Default
49,81609.26388511616,759.4847370462268,0.07875859610348704,11,No Default
38,60043.70487144725,734.7950886838365,0.40951490853537786,6,No Default
61,111352.68865299257,705.8394205254745,0.22674885996483232,13,No Default
54,97175.4892949594,772.7436182076411,0.48845956085534975,0,No Default
30,106403.0064368571,684.1281580767284,0.16252627771413064,5,No Default
50,58293.63632942425,622.5625107836552,0.11560012116624695,7,No Default
41,77416.10963940989,576.2488755197095,0.4353613345192293,15,Default
56,125870.98457398385,727.2850477934575,0.2413209316672635,11,No Default
54,144990.38321131148,679.4779841718481,0.5422132145756493,0,No Default
56,14332.544135576549,450.1881347537219,0.9260838962730513,1,Default
29,62610.212471423205,607.6544871707024,0.1321240554248763,11,No Default
26,66945.40758111292,569.1312583551455,0.45111888379546444,13,Default
20,57172.48414164106,405.2962191323789,0.7676688091261524,9,Default
62,83573.74492263922,693.6687954796232,0.15179453649601474,16,No Default
23,20680.60140198262,769.7005681403482,0.626683735099224,17,Default
56,69152.95214183468,660.3483436210038,0.0034177337754547153,0,No Default
55,90424.5786625823,731.6090197010708,0.1605831987658599,12,No Default
44,38825.907523015914,808.8432345965813,0.4228469299293313,6,No Default
34,53379.2911669864,667.9469129567067,0.3812825414514667,10,Default
48,40621.92121860054,670.9595449104377,0.35465743832483765,13,No Default
44,47385.01892526894,665.0716672868814,0.270251811200307,8,No Default
45,110523.07934944387,681.0640054483165,0.41517326207561595,0,No Default
43,89375.85738626782,789.0289840744005,0.019199144526745232,9,No Default
34,67838.74216140115,533.7321601862698,0.6321745046276598,2,Default
20,58418.44408267053,535.9674779655052,0.8567683520213829,8,Default
38,73552.66171116632,735.7038101408536,0.3443176832645294,4,No Default
43,96347.96009422532,764.6499671571754,0.529462376786672,7,No Default
39,64830.52305007729,610.9187934729987,0.6085318389141006,9,Default
41,46728.20399881135,630.9082402670487,0.4870693870853472,0,Default
31,97991.07911277068,799.7669875563186,0.12523392060792146,8,No Default
41,99295.78776629243,804.7690041457573,0.20648194924726093,11,No Default
45,85096.04907299067,676.3691639629557,0.35913018204723063,3,No Default
44,91559.46125094402,680.5481732517609,0.4210016009127912,11,No Default
42,63938.15875933147,710.263531778525,0.3963272454749774,16,Default
29,22759.66535095059,557.7308055745129,0.7896599509744624,9,Default
39,59730.7089217532,422.80739469500895,0.6978182583193271,12,Default
32,20631.568611833165,593.2148966161141,0.8741207799269357,5,Default
35,31570.391608227073,698.7738686120065,0.3494302353981747,12,No Default
20,92074.54375401279,633.9166520204633,0.36167781392299403,7,No Default
20,98588.80414465803,692.0296989225077,0.38791734008483436,9,No Default
38,179514.0172918591,635.5473418068191,0.10954452685669125,12,No Default
32,63873.788164296784,723.3235166334456,0.07384436442121259,12,No Default
41,70874.73772557301,516.8058860568487,0.5426423135902658,9,Default
50,114538.54019390205,599.1324769723368,0.30315073094790457,12,No Default
35,55293.441810058786,451.2947014698058,0.7997791726168657,0,Default
43,25640.46515110515,623.9999041258116,0.46532935665106867,14,Default
36,117636.08023818824,672.796062882816,0.23812739137291905,12,No Default
70,79574.01545387023,628.3958425072752,0.774721203687787,17,Default
40,80259.66754718224,771.8652777325638,0.20561605796520757,2,No Default
38,62668.57294011417,672.247930031355,0.5395884463832273,3,No Default
38,23200.336673030284,398.1274439622005,0.5480986566620328,0,Default
22,85113.3477567165,482.5661337692059,0.6436188577049292,18,Default
49,107837.91494481711,806.9787700234464,0.464323630066631,12,No Default
33,60515.575762664186,754.7377391514608,0.31997550125827373,10,No Default
45,113807.33651512994,669.851550103129,0.9888648566810582,0,Default
36,51042.18958996782,750.9789843051836,0.21467735536941826,0,No Default
47,59969.47564687079,759.5542074495177,0.06225013213310963,13,No Default
47,24045.48463582775,578.104237733783,0.7036567255406397,13,Default
20,56540.48083352605,618.1852402114604,0.7405839145141101,15,Default
35,71534.13166578363,591.2916969362878,0.5249877288894003,0,Default
31,133036.1761521029,527.6210298682165,0.29202659962234995,7,No Default
63,111219.64590348309,753.7282150846248,0.25454241232367714,14,No Default
42,61041.03512649631,707.5839867223235,0.3914520342725654,13,No Default
36,19263.500357099245,562.6948091289339,0.6040201096489339,8,Default
49,64986.59878004824,476.0926227764282,0.4955352440768256,0,Default
50,68187.84215424345,717.1581021833479,0.18353356838990337,15,No Default
64,60565.60674369413,692.7478428306418,0.11497825390393462,9,No Default
29,98811.11707508165,511.1839984936531,0.7985878614291049,9,Default
42,63879.728550385465,564.6702705112715,0.6967799246150025,10,Default
49,19904.482818936653,619.1504274565374,-0.011085489509205656,12,No Default
31,92364.44280787905,625.3985499682724,0.19714232572304835,12,No Default
44,117857.83610260193,718.0942764467584,0.48619287155968716,0,No Default
27,32240.286470654337,679.560978234068,0.3320539798331873,16,Default
34,17033.144115933846,598.3113365056422,0.1601743721654538,9,No Default
24,124323.19952215668,666.5942218579314,0.32172413951089385,6,No Default
29,59424.07722244447,605.93941692038,0.37193207778936554,6,Default
65,29615.05288501129,546.5623253186517,0.5655905765701124,2,Default
29,41731.28197197905,583.2335174760382,0.8602872858259654,4,Default
55,45360.39945067582,643.510081251718,0.3140065536449568,4,Default
66,26861.915782319047,691.889145752112,-0.010473196417050539,6,No Default
55,134288.29600039654,620.0580510795664,0.254870648738488,10,No Default
37,23412.98937295892,523.4631853379603,0.5007638818555554,0,Default
42,98769.68061373032,672.4580326866051,0.3777963266821709,1,No Default
33,129335.23193519766,771.2861658872919,0.41813332520766094,9,No Default
52,62475.86463178613,700.0659306452662,0.16888782121896542,14,No Default
53,137619.2110366142,681.6540893688538,0.2313880942948604,3,No Default
20,54820.47409635791,480.2790594353306,0.49827187703813963,0,Default
39,96933.69222030415,737.2717438730036,0.21486842636258477,8,No Default
50,71061.48284982062,638.4920292180501,0.14090264375780767,11,No Default
20,36907.437760388086,645.7607065899634,0.38433637892374306,0,Default
55,109178.07297931515,694.8677082983518,0.44458222900291827,10,No Default
38,56056.4207358199,388.5345681428821,0.8598717719263228,0,Default
49,49856.89624661072,748.7014269572095,0.613002176560654,15,No Default
54,56592.26845178399,580.3624338561032,0.5850958587123459,1,Default
46,14624.335471270873,400.07596110808777,0.9574928915306116,10,Default
40,96000.6681567705,603.6330204766672,0.757401905496046,0,Default
34,132919.16191200545,653.1919357174606,0.2017701198804763,8,No Default
31,24258.20341551912,716.5667003386357,0.2501006248575312,5,No Default
21,49060.020982546885,804.5726703082731,0.3069795586900886,6,No Default
57,55899.49281466288,471.35467132276995,0.46568750544185766,9,Default
58,110162.81680253624,726.1199208592119,-0.014096201411425108,11,No Default
34,119006.58729376223,714.1479860509559,0.27503334270467356,17,No Default
34,71389.40257220504,711.9553038859034,0.09199467542373946,12,No Default
27,62833.62125855859,781.936153486017,0.40895657947119063,0,No Default
57,104240.4034024316,792.4877653935871,0.31736455314703255,10,No Default
22,23039.09690590633,485.5163246543904,0.6858651648630436,8,Default
38,117792.34161655806,441.30098738025765,0.5187291684089131,2,Default
28,72482.02414550286,610.5430687207597,0.7996284950564523,13,Default
39,133129.01965517452,702.2833209340602,0.20888103584842796,2,No Default
69,40828.583265084664,638.7041173299633,0.6842697365206769,0,Default
54,151501.7301924049,807.9278280343577,0.3285563070671068,7,No Default
35,135637.44706552508,727.2721847616473,0.515701330528932,11,No Default
56,77017.2176620211,741.7122022975674,0.27224970074567456,10,No Default
44,55596.73921559087,478.3133006526005,0.8169068535309829,0,Default
25,116929.27043137276,591.4799792766736,-0.006368964468104358,14,No Default
53,138969.07042963756,676.5586607882517,-0.02330170861133207,9,No Default
36,77560.57189123124,546.651418166586,0.8019142087696945,4,Default
41,58113.983598717736,636.8474165260137,0.7200358612200923,2,Default
46,107693.5646501628,547.7301836097503,0.1656230904209832,0,No Default
29,105288.03409806264,624.3276437157589,0.4431881591006102,4,No Default
55,117092.56077645578,698.7077429433003,0.29663924831034516,0,No Default
44,123387.85307406257,650.1426169488163,0.3701296291288943,12,No Default
38,97476.570811932,706.7240842453149,0.34686461566991833,14,No Default
41,54612.790080534396,570.5599607422279,0.7461131520143462,0,Default
29,98755.88967188324,646.2029399033056,0.10602909795056607,2,No Default
51,100919.2855083938,742.12884878625,0.26667690767982205,1,No Default
20,63528.13070743114,721.199241486207,0.40522082493638056,4,Default
63,40334.77550245562,586.6585315896916,0.6293025713181288,10,Default
50,6097.52049254902,644.3457927790928,-0.017385556449791457,7,No Default
34,55774.30023717245,769.0447030217676,0.6682153631479533,14,Default
27,42020.92613902698,711.151422397654,0.6664180665737353,4,Default
29,68490.11600095764,554.0791295605729,0.1810154509223404,0,No Default
42,119864.46540393746,676.7091154009943,0.15004866244934034,11,No Default
46,72233.63069526071,580.71287968412,0.36861146480293844,0,Default
49,65157.074224033575,751.9690171537537,0.3374145755997295,16,No Default
46,20503.263335169075,691.4607956335934,0.13508694048375802,0,No Default
51,91313.71629462138,397.9697850937277,0.38896371310802297,11,Default
32,126174.2702403669,818.8838612092258,0.11192691896642322,11,No Default
20,43008.434048126015,474.20849970520584,0.30453887012766867,16,Default
24,66010.84626823507,735.2232629035227,0.08938937948666772,20,No Default
57,71112.24145245599,626.0639120417911,0.25800450805584124,3,No Default
47,93262.9624554075,559.4737105923629,0.49370256484655584,0,Default
29,119569.17278782681,622.2503620509688,0.1847048198812157,14,No Default
48,118164.53133586323,660.7618898716933,0.40573742148157915,0,No Default
43,175262.07919359443,764.4674315181971,0.08955482307985992,13,No Default
46,96982.28030626151,717.2896063504438,0.16264116755776303,9,No Default
60,136252.91480373818,690.2079435956736,0.012977195303168777,10,No Default
42,118401.68616099,626.7580900009681,0.20008452653494857,21,No Default
40,136054.94673842407,689.3293660547517,0.400037409081424,2,No Default
32,22923.736436623378,566.4091256097751,0.5057905054195084,0,Default
34,108607.65299619958,711.6582803852714,0.03898335109626615,6,No Default
42,53736.62997052384,646.2228351341906,0.4247986293106348,2,No Default
45,144017.31051663033,730.1546938658606,0.38443648385197554,16,No Default
22,118187.81432531402,717.2669009870039,0.35435066000785537,0,No Default
47,128702.30524557973,762.7493553054875,0.020914125235941394,9,No Default
24,59737.35459997228,722.7252215857928,0.15676326358321466,11,No Default
45,61523.977714347064,788.7738061147062,0.1306308403128508,17,No Default
22,49575.15281124561,576.9741245626607,0.7483663707651004,22,Default
42,90423.89219900152,732.0404188109559,0.27813267204821496,6,No Default
48,76638.80205967376,650.8643772692326,0.5082228051148611,17,No Default
40,62430.267481191004,500.19852188872187,0.6326299744927855,13,Default
42,59047.59961045807,666.7139325609317,0.3534414672577903,6,Default
20,74972.28365651048,423.8460938175787,0.9287103351470044,1,Default
30,45379.70638101733,569.8639773583504,0.6024389890144184,0,Default
50,61400.86047565856,852.6890362515609,0.12181927040154701,19,No Default
32,69785.24237600413,603.5122663255015,0.5405934256599862,4,Default
50,74359.23058772871,700.8930656483274,0.3163403749244288,8,No Default
36,98401.70290079611,726.1805878221049,-0.02934125934523351,12,No Default
63,21611.371044274474,455.70325990421077,0.5010071587389511,0,Default
20,119430.37194308078,634.6273910131863,0.4640363021598205,27,Default
32,43243.72476409658,578.824063976168,0.5475597395915422,11,Default
39,141222.99894886345,728.0774113733678,0.13926298823038605,0,No Default
24,88463.74444592785,784.426024008701,0.27149581812734075,6,No Default
32,78019.12213564097,843.3403276963352,0.3202795352174021,8,No Default
31,48687.50540088828,645.9979711876649,0.6370076612151497,1,Default
54,81494.4684210925,766.5420845881962,0.07909883856365388,13,No Default
66,21320.89232101637,504.0021906365882,1.0077179242792815,1,Default
41,134824.4483103073,630.0656174243575,0.4439991556669058,12,No Default
21,152714.5015350308,529.9202466588428,0.3990909483048537,17,No Default
31,26919.524785222104,667.6515155282056,0.2709670690504518,0,Default
63,93069.24487454748,447.74683442958775,0.6741188948614224,0,Default
47,35447.39435839288,760.5537539750728,0.5306579555893942,13,No Default
44,91559.31797649659,739.3962970441245,0.38397323624705426,18,No Default
29,85022.74864666411,616.76386174172,0.27383409864120795,3,No Default
20,33086.04888171819,622.3171709263559,0.560794201808936,0,Default
20,77551.62255288586,580.2720667713129,0.5532311659513107,6,Default
20,19624.48264061273,698.278320169125,0.6492624144922412,19,Default
46,61984.63120781709,612.561807113505,0.35249629135578203,11,Default
36,84998.17397263099,805.6774130471072,0.054836683683814294,10,No Default
61,89869.01150800605,726.5059471750501,0.17151365146783967,7,No Default
51,90459.18546042542,736.1148824649667,0.1591358474848901,13,No Default
42,39761.866859062735,434.34205742539075,0.4571285755499264,0,Default
20,28136.388357964122,625.2952468489436,0.5471673777634742,1,Default
41,39813.37142151085,621.6442436814185,0.5100060609930103,10,Default
49,31797.846679388367,663.273792200907,0.549473406622294,12,Default
46,104882.90178073947,641.0869534543268,0.31630110187352445,10,No Default
40,98172.2556759347,455.1431557210563,0.27422945969573054,19,Default
30,73389.31565029628,745.5227832957478,0.48154022887014764,12,No Default
36,114455.22326078285,573.3908792258243,0.27020322675859954,0,No Default
25,12561.98794149954,639.3718222539511,0.25922093890081804,5,No Default
33,54788.72416814858,752.6050363577228,0.3036830592524755,8,No Default
40,136216.053165681,756.8901007603478,0.1401883572128469,6,No Default
25,61072.19018587889,482.5309480619946,0.47055985959525026,4,Default
61,78071.78047661886,711.679164109502,0.1752601425663261,7,No Default
49,98563.68639875615,730.2465920394435,0.29889736441535136,11,No Default
39,94595.05437234364,711.8557394970383,0.16883774637626342,11,No Default
20,13346.78075397927,676.3952236550368,0.12516924771539167,11,No Default
41,79359.4112299973,845.297983101083,0.1807299276771695,12,No Default
50,24572.551010224488,609.6250588731706,0.2388147009430008,16,No Default
41,34809.96916602076,668.7225222245842,0.3517680483967818,19,No Default
57,59321.43887713075,505.4905444823919,0.6433233371217154,0,Default
49,74991.93657520949,659.1785402415705,0.25400424902581087,0,Default
51,53201.75493385596,677.4424864722772,0.27585728933379755,1,Default
37,47717.613132336905,602.9257095442969,0.4771412848181955,0,Default
46,93663.25484162389,538.0844538252605,0.5480325630558142,11,Default
41,33163.63049334162,480.8605255381853,0.777335607093415,2,Default
42,110507.73212370754,822.4965332481623,0.42552998843245865,9,No Default
52,167491.04042156524,668.9115182448263,0.34135730675832215,5,No Default
26,91658.71411306353,736.273717441993,0.2081504550557214,14,No Default
36,58477.859857330935,625.4507408567022,0.8313743930543215,3,Default
37,30789.51494727379,576.7663803521414,0.5390392092199547,7,Default
39,62708.856784622054,746.0374919668503,0.27216471854225716,8,No Default
36,28957.47281017404,710.9474985820129,0.24482535372330497,13,No Default
36,124453.14418250886,730.1841661583551,0.3726328796776732,0,No Default
43,60179.05500476499,788.0254340155929,0.35961450356761404,8,No Default
41,86051.38288525575,754.5196970194952,0.07961889797908851,9,No Default
23,50242.14237386543,647.5681737325139,0.8527066471002352,2,Default
50,55103.884192311816,860.8963720974023,0.24286633941324956,3,No Default
20,64602.888859972336,561.0764080622723,0.20293979294602887,12,Default
42,50584.047550795,793.7436910024379,0.1860417681615472,4,No Default
36,104619.25218026423,774.968365726927,0.3169273820900381,3,No Default
50,76489.7379391104,815.889719101908,0.26879242062838854,0,No Default
23,95753.63011577552,694.6370564162922,0.27908632449919774,11,No Default
39,50325.65393740196,624.8544950589505,0.6145643496082861,19,Default
32,112566.60398849126,752.5723595244141,0.03700130485506669,15,No Default
50,100164.77316125616,682.326208899243,0.07029170803311462,5,No Default
